Name,Speaker,Display,Japanese,Translation,KR
a0121.nss,Mukou Aoi,,「おさななじみキャラ」,"""You're the childhood friend character.""","""소꿉친구 캐릭터."""
a0121.nss,Mukou Aoi,,「ホントのきもちわからない」,"""Your true feelings are a mystery.""","""진짜 마음을 몰라."""
a0121.nss,Mukou Aoi,,「ギャルゲーのおうどうなの」,"""A staple of visual novels.""","""미연시의 왕도야."""
a0121.nss,Sone Miyuki,,「…………ギャルゲー？」,"""...Visual novels...?""","""미연시...?"""
a0121.nss,Susuki Shinichi,,「こういうゲームのことか？」,"""Oh, you mean like this one?""","""이런 게임 말하는 거야?"""
a0121.nss,,,　俺は拾ったスマフォを取り出した。,I hold up the cell phone I found earlier.,나는 주운 스마트폰을 꺼내 보였다.
a0121.nss,Susuki Shinichi,,「ぅわっ！」,"""Whoa!""","""으앗!"""
a0121.nss,Susuki Shinichi,,　今のは静電気――か？,Was that a static shock I felt just now?!,방금 그건 정전기였나?
a0121.nss,Mukou Aoi,,「どろぼう」,"""Thief.""","""도둑."""
a0121.nss,,,　痺れて落ちたスマートフォンを取り返し、彼女がこちらを見据える。,The phone falls from my now-numbed fingers. She deftly snatches it back and shoots me an accusatory look.,손이 저려 떨어트린 스마트폰을 되찾은 그 여자애는 이쪽을 응시했다.
a0121.nss,Susuki Shinichi,,「盗んでない。そこに落ちてたんだ」,"""I didn't steal it. It was lying on the ground over there.""","""훔친 거 아니야. 저쪽에 떨어져 있었어."""
a0121.nss,Mukou Aoi,,「おちてた？」,"""On the ground?""","""떨어져 있었어?"""
a0121.nss,Susuki Shinichi,,「ああ」,"""Yeah.""","""그래."""
a0121.nss,Mukou Aoi,,「…………」,"""......""","""......"""
a0121.nss,Mukou Aoi,,「オンジンなの？」,"""So I owe you a favor?""","""은인인 거야?"""
a0121.nss,Susuki Shinichi,,「いや、そんな大げさなものじゃ――」,"""Well, I wouldn't go that far, but—""","""아니 그렇게 거창한 건 아닌데..."""
a0121.nss,Mukou Aoi,,「おれいするの」,"""I'll make it up to you.""","""은혜 갚는 거야."""
a0121.nss,Susuki Shinichi,,「うおッ？」,"""Uhh...?""","""우앗...?"""
a0121.nss,Mukou Aoi,,「ビリビリ、するの」,"""Let's get zappy.""","""찌릿찌릿, 하는 거야."""
a0121.nss,Sone Miyuki,,「待ちなさいっ！」,"""Hold it right there!""","""기다려!"""
a0121.nss,,,　怒鳴り声に顔を上げると、曽根美雪が震えていた。,Miyuki is now visibly trembling with rage.,고함 소리에 고개를 들어 보니 미유키가 부들거리고 있었다.
a0121.nss,Sone Miyuki,,「貴方、幼馴染みキャラって、言ったわよね？」,"""What was it you called me? The childhood friend character?""","""너, 소꿉친구 캐릭터라고 했지?"""
a0121.nss,Sone Miyuki,,「私を、ゲームのキャラクターと、一緒にした？」,"""Are you seriously comparing me to a character in a video game?""","""나를 게임 캐릭터에 비유해?"""
a0121.nss,Mukou Aoi,,「そうなの」,"""Yup.""","""그런 거야."""
a0121.nss,Sone Miyuki,,「ふざけないで」,"""Get real!""","""웃기지 마!"""
a0121.nss,,,　バットが、床に突きつけられる。,She slams her bat down hard on the concrete.,방망이가 콘크리트 바닥에 박힌다.
a0121.nss,Sone Miyuki,,「現実と、ゲームは、違う」,"""Life is not a video game!""","""현실과 게임은 달라!"""
a0121.nss,Sone Miyuki,,"「いい？
　私の気持ちは本物で、ゲームなんかと比べものに――」","""You hear me? My feelings are the real deal.
Some video game character can't possibly compare to—""","""알겠어?
내 기분은 진짜고, 게임 따위에 비할 게..."""
a0121.nss,Mukou Aoi,,「はい」,"""Got it!""","""네에!"""
a0121.nss,,,　聞いているだけで震えるような美雪の物言いに、彼女は全く物怖じすることなく、ピンと手を挙げた。,Miyuki's tone is dripping with fury. But the girl raises her hand like she doesn't even notice.,"듣는 것만으로도 떨리는 미유키의 목소리에도 아랑곳하지 않은 채, 그 애는 손을 팟하며 들었다."
a0121.nss,Mukou Aoi,,「チューできるの？」,"""Can you kiss him?""","""키스할 수 있어?"""
a0121.nss,Sone Miyuki,,「…………え？」,"""......What?""","""......뭐?"""
a0121.nss,Mukou Aoi,,「コイビトなら、できるの」,"""If you're really dating, you can kiss him, right?""","""연인이라면 할 수 있어."""
a0121.nss,Sone Miyuki,,「いや、それとこれとは――」,"""Wh... That has nothing to do with—""","""아니, 그거랑 이거는..."""
a0121.nss,Mukou Aoi,,「いま、キス、するの」,"""Kiss him. Right now.""","""지금, 키스하는 거야."""
a0121.nss,Mukou Aoi,,「できないの？」,"""Should be easy, right?""","""할 수 없어?"""
a0121.nss,Sone Miyuki,,「――――」,"""......!!!""","""......!!!"""
a0121.nss,,,　夕陽の中でもわかるくらい、美雪の顔色が変わっていく。,"Miyuki's face is so red, the sunset can't even compare.",석양 아래서도 알 수 있을 정도로 미유키의 낯빛이 붉게 물들었다.
a0121.nss,Sone Miyuki,,「わ、わかってるわよ！」,"""F-Fine!""","""아, 알겠다고!"""
a0121.nss,Sone Miyuki,,「恋人ならキスくらい」,"""What's a kiss between lovers?""","""연인끼리 키스 정도는..."""
a0121.nss,Sone Miyuki,,「キス、くらい……」,"""P-Practically nothing...""","""키스 정도는..."""
a0121.nss,Sone Miyuki,,「………………」,"""......""","""......"""
a0121.nss,Sone Miyuki,,「キス、キス、でもキスって――うう……」,"""I can do it... I can kiss him... But if we... Nnn...""","""키스, 키스, 그렇지만 키스는..."""
a0121.nss,Susuki Shinichi,,「あのさ、嫌なら無理しなくても――」,"""Listen, if you're opposed to it, we really don't have t—""","""저기 말이야, 싫으면 무리하지 않아도..."""
a0121.nss,Sone Miyuki,,「嫌じゃないッ！！」,"""I'm not opposed to it!""","""싫지 않아!!"""
a0121.nss,Sone Miyuki,,「本当はずっと――待ってたの」,"""To tell the truth... I was always waiting for this.""","""실은 계속... 기다려 왔어."""
a0121.nss,,,　幼馴染みで、あんなに仲の良かった俺と美雪。,"As kids, we were two peas in a pod.",어릴 적엔 미유키랑 그렇게 사이가 좋았는데.
a0121.nss,,,　ふたりはいつから、疎遠になったのだろう。,When did it all fall apart?,우린 언제부터 소원해진 걸까.
a0121.nss,,,　俺はいつから、彼女を避けるようになったのだろう。,Why did I start to distance myself?,나는 언제부터 거리를 두기 시작한 걸까.
a0121.nss,Sone Miyuki,,「心一が、ここに、呼んでくれて、嬉しかった」,"""I'm really happy you asked to meet me up here.""","""신이치가 여기로 오라고 해줘서 기뻤어."""
a0121.nss,Susuki Shinichi,,「美雪――？」,"""Miyuki...?""","""미유키...?"""
a0121.nss,,,　彼女が静かに、囁いた。,Her voice is barely a whisper.,미유키는 조용히 속삭였다.
a0121.nss,Sone Miyuki,,「私の、初めてのキス」,"""This will be my first kiss...""","""내 첫 키스..."""
a0121.nss,Sone Miyuki,,「貴方に――」,"""But I'll give it...""","""너에게..."""
a0121.nss,Sone Miyuki,,「あげ――」,"""...to...""","""...줄..."""
a0121.nss,Sone Miyuki,,「――――」,"""......""","""......!!!"""
a0121.nss,Sone Miyuki,,「――――う、う」,"""......Nnn...""","""으으..."""
a0121.nss,Sone Miyuki,,「うううううう――――！」,"""Nnnnnggghhhh!""","""으으으으...!!"""
a0121.nss,Sone Miyuki,,「やっぱり駄目っ、恥ずかしい――！」,"""I can't! This is too awkward!""","""역시 안 되겠어! 창피해!"""
a0121.nss,Mukou Aoi,,「もえなの」,"""Cute.""","""모에인 거야."""
a0121.nss,Sone Miyuki,,"「私には慎みがあるの！
　人前でキスするのが恥ずかしいだけよ！」","""I just prefer to keep private matters private, that's all!
Public displays of affection are far too shameless!""","""내게도 수치심이란 게 있어!
사람 앞에서 키스하는 게 부끄러울 뿐이야!"""
a0121.nss,Sone Miyuki,,「ねえ、心一！　私たちは、こ、こ、恋人、よね！？」,"""Tell her, Shinichi! The two of us are d-d-dating, aren't we?!""","""저기, 신이치! 우리 연, 연, 연인인 거지!?"""
a0121.nss,Susuki Shinichi,,「え、いやそれは――」,"""What? I don't—""","""뭐? 아니 그건..."""
a0121.nss,Sone Miyuki,,"「はっきりして！
　ここに呼び出したのは貴方じゃない！」","""Make it clear to her!
You're the one who called me up here, after all!""","""확실히 해!
여기로 오라고 한 건 너잖아!"""
a0121.nss,Sone Miyuki,,「そのおかげで、私も心を決めた――」,"""Your actions pushed me to make up my mind, and...""","""그래서 나도 마음을 정한 건데..."""
a0121.nss,,,　あれ……？,"Wait, what?",어라...?
a0121.nss,Susuki Shinichi,,「呼び出しって？」,"""I did what now?""","""오라고 했다니?"""
a0121.nss,Sone Miyuki,,「しらばっくれないで！　これはあなたが――」,"""Don't play dumb! I know you wrote this!""","""시치미 떼지 마! 이걸 네가...!"""
a0121.nss,,,　美雪がポケットから取り出した手紙。,Miyuki pulls a letter out of her pocket.,미유키는 주머니에서 편지 한 장을 꺼냈다.
a0121.nss,,,　――拝啓　曽根美雪様,—To: Miss Sone Miyuki,'미유키 님께'
a0121.nss,,,　――放課後、校舎の屋上で待っています。,—I'll be waiting on the rooftop after school.,'방과 후 학교 옥상에서 기다리고 있겠습니다.'
a0121.nss,,,　記名はない。,There's no signature.,이름은 안 적혀있다.
a0121.nss,,,　見覚えもない。,I've never seen this letter in my life.,본 적도 없다.
a0121.nss,Sone Miyuki,,「あ……あれ、あれ……？」,"""Wait... what? Wait...""","""어... 어라... 어라?"""
a0121.nss,Sone Miyuki,,「そういえばこれ、心一の字じゃ、ない？」,"""Now that I look at it, this... isn't your handwriting...""","""그러고 보니 이거... 신이치 글씨가 아니네?"""
a0121.nss,Akebono Yuutarou,,「待たせたなッ！！」,"""Sorry I'm late!""","""기다리게 했군!"""
a0121.nss,Akebono Yuutarou,,"「男の浪漫倶楽部部長ッ！
　曙雄太郎――見・参ッ！」","""Arriving just in the nick of time!
Akebono Yuutarou, captain of the Boys and Dreams Club!""","""남자의 낭만 클럽 부장!
아케보노 유우타로 등장!"""
a0121.nss,,,　コイツか。,Of course.,이 녀석인가.
a0121.nss,,,　コイツが呼び出したのか。,It was this idiot.,이 녀석이 불러낸 건가.
a0121.nss,Akebono Yuutarou,,"「屋上での告白――交わされる伝説のキス――
　そしてふたりは伝説の愛を誓う――！！」","""A rooftop confession! A legendary kiss!
The two exchange an eternal vow of love...!""","""옥상에서 고백! 주고받는 전설의 키스!
그리고 두 사람은 전설의 사랑을 맹세한다!"""
a0121.nss,Akebono Yuutarou,,"「ああっ！　なんて男の浪漫ティック！
　そして君は僕のラ・マンティック――あれ？」","""Yes, this is what dreams are made of!
Me, the gallant prince, and you, the fair maiden—wha?""","""아앗! 이 무슨 남자의 낭만!
그리고 너는 나의 낭만틱... 어라?"""
a0121.nss,Akebono Yuutarou,,「曽根さん……？」,"""Sone-san...?""","""소네 씨...?"""
a0121.nss,Sone Miyuki,,「――――――ッ！！」,"""......!!!""","""......!!!"""
a0121.nss,,,　美雪は、何かが噴き出しそうな表情を堪え真一文字に唇を結び、無言のまま扉に近づくと――,"Visibly struggling to contain herself, Miyuki strides to the door—",미유키는 뭔가 폭발할 것 같은 표정을 참으며 입술을 꾹 다물고선 아무 말 없이 문으로 가더니...
a0121.nss,,,　凄まじい勢いで、扉を閉めた。,—and slams it behind her.,쾅하고 문을 닫았다.
a0121.nss,Akebono Yuutarou,,「何故だ！？」,"""WHYYY?!""","""왜냐!?"""
a0121.nss,Susuki Shinichi,,「お前のせいだ」,"""Nice going, genius.""","""너 때문이잖아."""
a0121.nss,Akebono Yuutarou,,「え？　俺？」,"""What? Was it something I said?""","""응? 나?"""
a0121.nss,Akebono Yuutarou,,"「しまった……
　あまりの男の浪漫状況に興奮しすぎたか！」","""Damn!
I must have let all the dreams go to my head!""","""아차!
남자의 낭만 상황에 너무 흥분해 버렸나!"""
a0121.nss,Susuki Shinichi,,「そうじゃないっての」,"""Yeahhh, I don't think that's it...""","""그게 아니라니까..."""
a0121.nss,Susuki Shinichi,,　まあ色々ややこしくなりそうなんで、説明は後回しにすることにして……,Forget it. I'd better save the explanation for later or else we're gonna be standing up here all night.,"뭐, 여러 가지로 복잡해질 것 같으니 설명은 뒤로 미루기로 하고..."
a0122.nss,,,,,
a0122.nss,Susuki Shinichi,,「なあ」,"""Hey, you.""","""저기, 너."""
a0122.nss,Mukou Aoi,,「るる？」,"""Boop boop?""","""루루?"""
